"Accession_title","UID","Species","Length","Location"
"MZ626765Amphinemura sulcicollis voucher JI-BOLD-335 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","2126563461","Amphinemura sulcicollis","658","JI-BOLD-335|Finland: Lapland, Enontekio, Kilpisjaervi, Saana S, spring by trail, Lapponia enontekiensis|69.036 N 20.866 E|10-Aug-2003|Jari Ilmonen|Jari Ilmonen"
"MT407202Amphinemura sulcicollis voucher INV00773 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","1897352105","Amphinemura sulcicollis","658","INV00773|Portugal|19-Jun-2015|Lorenzo Quaglietta|J. M. Tierno De Figueroa"
"HQ563142Amphinemura sulcicollis voucher BC ZSM AQU 00716 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","313489066","Amphinemura sulcicollis","658","BC ZSM AQU 00716|Germany|47.687 N 12.056 E|16-Jul-2009|Hess, M. & U. Heckes"
"HM421986Amphinemura sulcicollis voucher BC ZSM AQU 00192 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","301036645","Amphinemura sulcicollis","658","BC ZSM AQU 00192|Germany|49.099 N 13.155 E|07-Aug-2009|Hess, M. & U. Heckes"
"KY261391Amphinemura sulcicollis voucher BCZSMAQU001110 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","1214939233","Amphinemura sulcicollis","658","BCZSMAQU001110|Germany: Bavaria, Inn-Chiemsee-Huegelland (Av/A), Miesbach, Leitzach bei Achau (Gde. Fischbachau), UW Streichwehr/Ausleitung hofnah|47.75 N 11.93 E|08-May-2012|Hess, M. & U. Heckes|Monika Hess"
"MF458608Amphinemura sulcicollis isolate G_BC13 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","1239402414","Amphinemura sulcicollis","634","G_BC13|France: Durance River"
"KU955893Amphinemura sulcicollis isolate 109A5 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","1028044951","Amphinemura sulcicollis","685","109A5|United Kingdom: Wales, Tywi Catchment|river kicksample|52.1287 N 3.7277 W|May-2013|Hannah C Macdonald|Hannah C Macdonald|330 m|Moor/ Heathland"
"KU955892Amphinemura sulcicollis isolate 109A4 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","1028044949","Amphinemura sulcicollis","687","109A4|United Kingdom: Wales, Tywi Catchment|river kicksample|52.1287 N 3.7277 W|May-2013|Hannah C Macdonald|Hannah C Macdonald|330 m|Moor/ Heathland"
"KU955891Amphinemura sulcicollis isolate 109A3 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","1028044947","Amphinemura sulcicollis","687","109A3|United Kingdom: Wales, Tywi Catchment|river kicksample|52.1287 N 3.7277 W|May-2013|Hannah C Macdonald|Hannah C Macdonald|330 m|Moor/ Heathland"
"KU955890Amphinemura sulcicollis isolate 95A5 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","1028044945","Amphinemura sulcicollis","686","95A5|United Kingdom: Wales, Dwyryd Catchment|river kicksample|52.9680 N 3.8617 W|May-2013|Hannah C Macdonald|Hannah C Macdonald|440 m|Rough pasture"
"KU955889Amphinemura sulcicollis isolate 95A4 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","1028044943","Amphinemura sulcicollis","686","95A4|United Kingdom: Wales, Dwyryd Catchment|river kicksample|52.9680 N 3.8617 W|May-2013|Hannah C Macdonald|Hannah C Macdonald|440 m|Rough pasture"
"KU955888Amphinemura sulcicollis isolate 95A3 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","1028044941","Amphinemura sulcicollis","686","95A3|United Kingdom: Wales, Dwyryd Catchment|river kicksample|52.9680 N 3.8617 W|May-2013|Hannah C Macdonald|Hannah C Macdonald|440 m|Rough pasture"
"KU955887Amphinemura sulcicollis isolate 104A1 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","1028044939","Amphinemura sulcicollis","624","104A1|United Kingdom: Wales, Usk Catchment|river kicksample|51.9347 N 3.0807 W|May-2013|Hannah C Macdonald|Hannah C Macdonald|374 m|Coniferous Woodland Deciduous Woodland"
"KU955886Amphinemura sulcicollis isolate 116A1 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","1028044937","Amphinemura sulcicollis","624","116A1|United Kingdom: Wales, Ystwyth Catchment|river kicksample|52.3575 N 3.8002 W|May-2013|Hannah C Macdonald|Hannah C Macdonald|280 m|Deciduous woodland"
"KU955885Amphinemura sulcicollis isolate 110A1 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","1028044935","Amphinemura sulcicollis","624","110A1|United Kingdom: Wales, Tywi Catchment|river kicksample|52.1252 N 3.7465 W|May-2013|Hannah C Macdonald|Hannah C Macdonald|322 m|Moor/ Heathland Coniferous Woodland"
"KU955884Amphinemura sulcicollis isolate 102A1 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","1028044933","Amphinemura sulcicollis","624","102A1|United Kingdom: Wales, Tywi Catchment|river kicksample|52.1044 N 3.8429 W|May-2013|Hannah C Macdonald|Hannah C Macdonald|216 m|Deciduous woodland"
"KU955883Amphinemura sulcicollis isolate 102A2 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","1028044931","Amphinemura sulcicollis","624","102A2|United Kingdom: Wales, Tywi Catchment|river kicksample|52.1044 N 3.8429 W|May-2013|Hannah C Macdonald|Hannah C Macdonald|216 m|Deciduous woodland"
"KU955882Amphinemura sulcicollis isolate 107A2 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","1028044929","Amphinemura sulcicollis","624","107A2|United Kingdom: Wales, Tywi Catchment|river kicksample|52.1422 N 3.7335 W|May-2013|Hannah C Macdonald|Hannah C Macdonald|344 m|Coniferous Woodland"
"KU955881Amphinemura sulcicollis isolate 110A2 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","1028044927","Amphinemura sulcicollis","624","110A2|United Kingdom: Wales, Tywi Catchment|river kicksample|52.1252 N 3.7465 W|May-2013|Hannah C Macdonald|Hannah C Macdonald|322 m|Moor/ Heathland Coniferous Woodland"
"KU955880Amphinemura sulcicollis isolate 95A1 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","1028044925","Amphinemura sulcicollis","624","95A1|United Kingdom: Wales, Dwyryd Catchment|river kicksample|52.9680 N 3.8617 W|May-2013|Hannah C Macdonald|Hannah C Macdonald|440 m|Rough pasture"
"KU955879Amphinemura sulcicollis isolate 116A2 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","1028044923","Amphinemura sulcicollis","624","116A2|United Kingdom: Wales, Ystwyth Catchment|river kicksample|52.3575 N 3.8002 W|May-2013|Hannah C Macdonald|Hannah C Macdonald|280 m|Deciduous woodland"
"KU955878Amphinemura sulcicollis isolate 108A1 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","1028044921","Amphinemura sulcicollis","624","108A1|United Kingdom: Wales, Tywi Catchment|river kicksample|52.1325 N 3.7222 W|May-2013|Hannah C Macdonald|Hannah C Macdonald|326 m|Rough Pasture"
"KU955877Amphinemura sulcicollis isolate 112A2 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","1028044919","Amphinemura sulcicollis","624","112A2|United Kingdom: Wales, Cothi Catchment|river kicksample|52.0773 N 3.8940 W|May-2013|Hannah C Macdonald|Hannah C Macdonald|220 m|Coniferous Woodland"
"KU955876Amphinemura sulcicollis isolate 112A1 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","1028044917","Amphinemura sulcicollis","624","112A1|United Kingdom: Wales, Cothi Catchment|river kicksample|52.0773 N 3.8940 W|May-2013|Hannah C Macdonald|Hannah C Macdonald|220 m|Coniferous Woodland"
"KU955875Amphinemura sulcicollis isolate 113A2 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","1028044915","Amphinemura sulcicollis","624","113A2|United Kingdom: Wales, Severn Catchment|river kicksample|52.6458 N 3.4122 W|May-2013|Hannah C Macdonald|Hannah C Macdonald|288 m|Rough Pasture"
"KU955874Amphinemura sulcicollis isolate 113A1 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","1028044913","Amphinemura sulcicollis","624","113A1|United Kingdom: Wales, Severn Catchment|river kicksample|52.6458 N 3.4122 W|May-2013|Hannah C Macdonald|Hannah C Macdonald|288 m|Rough Pasture"
"KU955873Amphinemura sulcicollis isolate 93A2 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","1028044911","Amphinemura sulcicollis","624","93A2|United Kingdom: Wales, Glaslyn Catchment|river kicksample|53.0364 N 4.1252 W|May-2013|Hannah C Macdonald|Hannah C Macdonald|190 m|Moor/ Heathland Rough Pasture"
"KU955872Amphinemura sulcicollis isolate 93A1 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","1028044909","Amphinemura sulcicollis","624","93A1|United Kingdom: Wales, Glaslyn Catchment|river kicksample|53.0364 N 4.1252 W|May-2013|Hannah C Macdonald|Hannah C Macdonald|190 m|Moor/ Heathland Rough Pasture"
"KU955871Amphinemura sulcicollis isolate 94A2 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","1028044907","Amphinemura sulcicollis","624","94A2|United Kingdom: Wales, Dee Catchment|river kicksample|53.1157 N 3.5284 W|May-2013|Hannah C Macdonald|Hannah C Macdonald|400 m|Moorland/ Coniferous"
"KU955870Amphinemura sulcicollis isolate 95A2 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","1028044905","Amphinemura sulcicollis","624","95A2|United Kingdom: Wales, Dwyryd Catchment|river kicksample|52.9680 N 3.8617 W|May-2013|Hannah C Macdonald|Hannah C Macdonald|440 m|Rough pasture"
"KU955869Amphinemura sulcicollis isolate 107A1 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","1028044903","Amphinemura sulcicollis","624","107A1|United Kingdom: Wales, Tywi Catchment|river kicksample|52.1422 N 3.7335 W|May-2013|Hannah C Macdonald|Hannah C Macdonald|344 m|Coniferous Woodland"
"KU955868Amphinemura sulcicollis isolate 104A2 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","1028044901","Amphinemura sulcicollis","624","104A2|United Kingdom: Wales, Usk Catchment|river kicksample|51.9347 N 3.0807 W|May-2013|Hannah C Macdonald|Hannah C Macdonald|374 m|Coniferous Woodland Deciduous Woodland"
"KU955867Amphinemura sulcicollis isolate 108A2 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","1028044899","Amphinemura sulcicollis","624","108A2|United Kingdom: Wales, Tywi Catchment|river kicksample|52.1325 N 3.7222 W|May-2013|Hannah C Macdonald|Hannah C Macdonald|326 m|Rough Pasture"
"KU955866Amphinemura sulcicollis isolate 96A2 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","1028044897","Amphinemura sulcicollis","624","96A2|United Kingdom: Wales, Teifi Catchment|river kicksample|52.1729 N 3.9302 W|May-2013|Hannah C Macdonald|Hannah C Macdonald|210 m|Moor/ Heathland Rough Pasture"
"KU955865Amphinemura sulcicollis isolate 96A1 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","1028044895","Amphinemura sulcicollis","624","96A1|United Kingdom: Wales, Teifi Catchment|river kicksample|52.1729 N 3.9302 W|May-2013|Hannah C Macdonald|Hannah C Macdonald|210 m|Moor/ Heathland Rough Pasture"
"KU955864Amphinemura sulcicollis isolate 109A2 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","1028044893","Amphinemura sulcicollis","624","109A2|United Kingdom: Wales, Tywi Catchment|river kicksample|52.1287 N 3.7277 W|May-2013|Hannah C Macdonald|Hannah C Macdonald|330 m|Moor/ Heathland"
"KU955863Amphinemura sulcicollis isolate 109A1 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","1028044891","Amphinemura sulcicollis","624","109A1|United Kingdom: Wales, Tywi Catchment|river kicksample|52.1287 N 3.7277 W|May-2013|Hannah C Macdonald|Hannah C Macdonald|330 m|Moor/ Heathland"
"JX495658Amphinemura sulcicollis voucher NHMO-EPT_1101 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","404332271","Amphinemura sulcicollis","658","NHMO-EPT_1101|Norway: Finnmark, Sor-Varanger, Ellijohki|69.1699 N 29.0016 E|31-Jul-2010|Boumans, Ekrem, Roth"
"JX495655Amphinemura sulcicollis voucher NHMO-EPT_277 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","404332265","Amphinemura sulcicollis","658","NHMO-EPT_277|Norway: Oslo, Sognsvann, outflow close to lake|59.9698 N 10.7285 E|22-Jun-2010|L. Boumans"
"JX495650Amphinemura sulcicollis voucher NHMO-EPT_163 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","404332255","Amphinemura sulcicollis","658","NHMO-EPT_163|Norway: Oppland, Hundorp, Gudbrandsdalslagen|61.5637 N 9.90555 E|20-Jun-2010|L. Boumans"
"JX495645Amphinemura sulcicollis voucher NHMO-EPT_413 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","404332245","Amphinemura sulcicollis","658","NHMO-EPT_413|Norway: Finnmark, Porsanger, Olderfjord, ved bru|70.4726 N 25.0728 E|25-Jul-2010|Boumans, Ekrem, Roth"
"JX495641Amphinemura sulcicollis voucher NHMO-EPT_1051 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","404332237","Amphinemura sulcicollis","658","NHMO-EPT_1051|Norway: Sogn og Fjordane, Laerdal, Laerdalsvassdraget, Laerdalselva, Molde|61.275 N 7.1557 E|04-Apr-2008|Sivertsen, Mossestad, Stokke"
"JX495637Amphinemura sulcicollis voucher NHMO-EPT_358 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","404332229","Amphinemura sulcicollis","658","NHMO-EPT_358|Norway: Oppland, Oystre Slidre, Ovre Heimdalsvatn, utlopsbekk|61.4177 N 8.894 E|09-Aug-2010|Boumans & Nellestijn"
"OK316265Amphinemura triangularis voucher CROBD135 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","2172954467","Amphinemura triangularis","658","CROBD135|Croatia: Dalmatia, Ruda, spring|43.674 N 16.793 E|22-Jun-2019|I. Sivec|Ignac Sivec"
"OK316209Amphinemura triangularis voucher CROBD168 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","2172954355","Amphinemura triangularis","658","CROBD168|Croatia: Slavonia, Jankovac, Jankovacki potok (Papuk)|45.519 N 17.669 E|15-Apr-2019|I. Sivec|Ignac Sivec"
"OK316150Amphinemura triangularis voucher CROBD136 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","2172954237","Amphinemura triangularis","658","CROBD136|Croatia: Dalmatia, Ruda, spring|43.674 N 16.793 E|22-Jun-2019|I. Sivec|Ignac Sivec"
"KY261378Amphinemura triangularis voucher BCZSMAQU001111 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","1214939207","Amphinemura triangularis","658","BCZSMAQU001111|Germany: Bavaria, Inn-Chiemsee-Huegelland (Av/A), Miesbach, Leitzach bei Achau (Gde. Fischbachau), UW Streichwehr/Ausleitung hofnah|47.75 N 11.93 E|08-May-2012|Hess, M. & U. Heckes|Monika Hess"
"HQ568801Amphinemura varshava voucher 08INHSP-015 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","313175131","Amphinemura varshava","505","08INHSP-015|USA|39.403 N 88.159 W|03-May-2007|R. E. Dewalt"
"NC_059860Amphinemura wui mitochondrion, complete genome","2172617434","Amphinemura wui","15783",NA
"MG467100Amphinemura wui voucher BIOUG00637-E10 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","1503005836","Amphinemura wui","623","BIOUG00637-E10|Canada: Nova Scotia, Cape Breton Highlands National Park, Skyline|46.737 N 60.881 W|25-Jul-2009|BIObus 2009|Jeffrey M. Webb"
"MW551547Amphinemura wui mitochondrion, complete genome","2016274116","Amphinemura wui","15783",NA
"HQ938262Amphinemura wui voucher 09CBSTO-166 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","323330880","Amphinemura wui","658","09CBSTO-166|Canada|46.681 N 60.41 W|08-Jun-2009|K. Heard, J. Orlofske"
"HQ938240Amphinemura wui voucher 09CBSTO-143 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","323330836","Amphinemura wui","658","09CBSTO-143|Canada|46.802 N 60.728 W|10-Jun-2009|D. Baird, D. Armanini"
"HQ938225Amphinemura wui voucher 09CBSTO-127 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","323330806","Amphinemura wui","658","09CBSTO-127|Canada|46.389 N 61.072 W|12-Jun-2009|D. Armanini, D. Baird"
"HM906742Amphinemura wui voucher 09CBSTO-107 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","313582188","Amphinemura wui","638","09CBSTO-107|Canada|46.4813 N 60.4373 W|14-Jul-2009|DSB, DGA, AP"
"HM906741Amphinemura wui voucher 09CBSTO-106 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","313582186","Amphinemura wui","658","09CBSTO-106|Canada|46.4813 N 60.4373 W|14-Jul-2009|DSB, DGA, AP"
"HM906740Amphinemura wui voucher 09CBSTO-105 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","313582184","Amphinemura wui","658","09CBSTO-105|Canada|46.4813 N 60.4373 W|14-Jul-2009|DSB, DGA, AP"
"HM906739Amphinemura wui voucher 09CBSTO-104 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","313582182","Amphinemura wui","658","09CBSTO-104|Canada|46.4813 N 60.4373 W|14-Jul-2009|DSB, DGA, AP"
"HM906738Amphinemura wui voucher 09CBSTO-103 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","313582180","Amphinemura wui","658","09CBSTO-103|Canada|46.4813 N 60.4373 W|14-Jul-2009|DSB, DGA, AP"
"HM906706Amphinemura wui voucher 09CBSTO-062 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","313582116","Amphinemura wui","658","09CBSTO-062|Canada|46.4856 N 60.4407 W|24-Jun-2009|Donald Baird"
"HM906705Amphinemura wui voucher 09CBSTO-061 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","313582114","Amphinemura wui","658","09CBSTO-061|Canada|46.4856 N 60.4407 W|24-Jun-2009|Donald Baird"
"HM906704Amphinemura wui voucher 09CBSTO-060 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","313582112","Amphinemura wui","658","09CBSTO-060|Canada|46.4856 N 60.4407 W|24-Jun-2009|Donald Baird"
"HQ568860Amphinemura wui voucher 08INHSP-095 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","313175249","Amphinemura wui","658","08INHSP-095|USA|35.6228 N 83.4429 W|11-Jul-2008|R. E. DeWalt"
"HM405455Amphinemura wui voucher 09CBSTO-018 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","300199650","Amphinemura wui","648","09CBSTO-018|Canada|46.7993 N 60.7287 W|14-Jul-2009|Donald Baird"
"HM405454Amphinemura wui voucher 09CBSTO-017 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","300199648","Amphinemura wui","658","09CBSTO-017|Canada|46.7993 N 60.7287 W|14-Jul-2009|Donald Baird"
"HM405453Amphinemura wui voucher 09CBSTO-016 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","300199646","Amphinemura wui","658","09CBSTO-016|Canada|46.7993 N 60.7287 W|14-Jul-2009|Donald Baird"
"KM529917Amphinemura wui voucher BIOUG00637-E11 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","821661798","Amphinemura wui","658","BIOUG00637-E11|Canada: New Brunswick, Fundy NP, Maple Grove|45.582 N 64.986 W|08-Aug-2009|BIObus 2009|Jeffrey M. Webb"
"JN200475Amphinemura wui voucher EPA0758 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","347362515","Amphinemura wui","594","EPA0758|USA: Tennessee, Cocke Co., Great Smokey Mountains National Park, Cosby Creek at ampitheatre|35.452 N 83.124 W|09-Jun-2002|O. S. Flint Jr.|Boris Kondratieff"
"JN200474Amphinemura wui voucher EPA0757 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","347362513","Amphinemura wui","652","EPA0757|USA: Tennessee, Cocke Co., Great Smokey Mountains National Park, Cosby Creek at ampitheatre|35.452 N 83.124 W|09-Jun-2002|O. S. Flint Jr.|Oliver S. Flint, Jr."
"JN200473Amphinemura wui voucher EPA0756 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","347362511","Amphinemura wui","549","EPA0756|USA: Tennessee, Cocke Co., Great Smokey Mountains National Park, Cosby Creek at ampitheatre|35.452 N 83.124 W|09-Jun-2002|O. S. Flint Jr.|Boris Kondratieff"
"JN200472Amphinemura wui voucher EPA0755 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","347362509","Amphinemura wui","514","EPA0755|USA: Tennessee, Sevier Co., Grotto Falls, at Trailhead|35.408 N 83.277 W|09-Jun-2002|Boris Kondratieff"
"JN200471Amphinemura wui voucher EPA0754 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","347362507","Amphinemura wui","616","EPA0754|USA: Tennessee, Cocke Co., Great Smokey Mountains National Park, Cosby Creek at ampitheatre|35.452 N 83.124 W|11-Oct-2001|O. S. Flint Jr.|Boris Kondratieff"
"HQ151881Amphinemura wui voucher 8115100165 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","316993460","Amphinemura wui","598","8115100165|USA: Maryland, BA, HA, UT Little Falls|39.6061 N 76.5913 W|14-Apr-2006|Maryland-Dept Natural Resources|Istvan Turcsanyi"
"HQ152518Amphinemura wui voucher 6819830292 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","310705410","Amphinemura wui","589","6819830292|USA: Maryland, BA,CL, UT Prettyboy Reservoir|39.688 N 76.7509 W|07-Apr-2006|Maryland-Dept Natural Resources|Istvan Turcsanyi"
"HQ152517Amphinemura wui voucher 5619830577 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","310705408","Amphinemura wui","589","5619830577|USA: Maryland, BA,CL, UT Prettyboy Reservoir|39.688 N 76.7509 W|07-Apr-2006|Maryland-Dept Natural Resources|Istvan Turcsanyi"
"HQ152516Amphinemura wui voucher 3119830161 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","310705406","Amphinemura wui","608","3119830161|USA: Maryland, BA,CL, UT Prettyboy Reservoir|39.688 N 76.7509 W|07-Apr-2006|Maryland-Dept Natural Resources|Istvan Turcsanyi"
"NC_044749Amphinemura yao mitochondrion, complete genome","1747255571","Amphinemura yao","15876",NA
"MH085447Amphinemura yao mitochondrion, complete genome","1730283283","Amphinemura yao","15876",NA
"LC644454Amphinemura zonata P001 mitochondrial COI gene for cytochrome oxidase subunit 1, partial cds","2086549580","Amphinemura zonata","792","P001|Japan: Shimane, Izumo|2020-03-03|Masakazu Hayashi"
"LC644453Amphinemura zonata P083 mitochondrial COI gene for cytochrome oxidase subunit 1, partial cds","2086549578","Amphinemura zonata","788","P083|Japan: Shimane, Izumo|2021-03-14|Masakazu Hayashi"
"LC644452Amphinemura zonata P075 mitochondrial COI gene for cytochrome oxidase subunit 1, partial cds","2086549576","Amphinemura zonata","787","P075|Japan: Shimane, Unnan|2021-03-11|Masakazu Hayashi"
"MK132354Amphinemura zonata voucher n019 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","1548991242","Amphinemura zonata","658","n019|Japan|insect|31.12 N 130.49 E|15-Apr-2016|D. Murranyi|105 m"
"MK132353Amphinemura zonata voucher 0060 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","1548991240","Amphinemura zonata","658","0060|Japan|insect|35.28 N 136.06 E|06-Apr-2016|D. Murranyi|85 m"
"MK132352Amphinemura zonata voucher 0058 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","1548991238","Amphinemura zonata","658","0058|Japan|insect|33.50 N 132.52 E|11-Jul-2015|D. Murranyi|515 m"
"MK132351Amphinemura zonata voucher 0059 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","1548991236","Amphinemura zonata","658","0059|Japan|insect|35.28 N 136.06 E|06-Apr-2016|D. Murranyi|85 m"
"MN419915Indonemoura auriformis mitochondrion, complete genome","1792269385","Indonemoura auriformis","15718",NA
"NC_044750Indonemoura jacobsoni mitochondrion, complete genome","1747255585","Indonemoura jacobsoni","15642",NA
"MH085448Indonemoura jacobsoni mitochondrion, complete genome","1730283297","Indonemoura jacobsoni","15642",NA
"NC_044751Indonemoura nohirae mitochondrion, complete genome","1747255599","Indonemoura nohirae","15738",NA
"LC644456Indonemoura nohirae P090 mitochondrial COI gene for cytochrome oxidase subunit 1, partial cds","2086549584","Indonemoura nohirae","790","P090|Japan: Shimane, Okuizumo|2021-03-18|Masakazu Hayashi"
"LC644455Indonemoura nohirae P053 mitochondrial COI gene for cytochrome oxidase subunit 1, partial cds","2086549582","Indonemoura nohirae","773","P053|Japan: Shimane, Izumo|2020-03-24|Masakazu Hayashi"
"MH085449Indonemoura nohirae mitochondrion, complete genome","1730283311","Indonemoura nohirae","15738",NA
"MK132280Indonemoura nohirae voucher i0101 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","1548991094","Indonemoura nohirae","658","i0101|Japan|insect|36.46 N 139.22 E|16-Jun-2017|K. Kobayashi|1640 m"
"MK132279Indonemoura nohirae voucher i0106 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","1548991092","Indonemoura nohirae","658","i0106|Japan|insect|37.20 N 139.47 E|15-Jun-2017|K. Kobayashi|530 m"
"MK132278Indonemoura nohirae voucher i0107 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","1548991090","Indonemoura nohirae","658","i0107|Japan|insect|37.20 N 139.47 E|15-Jun-2017|K. Kobayashi|530 m"
"MK132277Indonemoura nohirae voucher i0105 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","1548991088","Indonemoura nohirae","658","i0105|Japan|insect|37.20 N 139.47 E|15-Jun-2017|K. Kobayashi|530 m"
"MK132276Indonemoura nohirae voucher n023.1 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","1548991086","Indonemoura nohirae","658","n023.1|Japan|insect|34.12 N 130.48 E|17-Apr-2016|D. Murranyi|60 m"
"MK132275Indonemoura nohirae voucher n023 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","1548991084","Indonemoura nohirae","658","n023|Japan|insect|34.12 N 130.48 E|17-Apr-2016|D. Murranyi|60 m"
"MK132274Indonemoura nohirae voucher i065.1 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","1548991082","Indonemoura nohirae","658","i065.1|USA|insect|61.24 N 149.53 W|28-Apr-2016|C. Verdone|460 m"
"MK132273Indonemoura nohirae voucher i064.1 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","1548991080","Indonemoura nohirae","658","i064.1|USA|insect|61.24 N 149.53 W|28-Apr-2016|C. Verdone|460 m"
"MK132272Indonemoura nohirae voucher i0102 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","1548991078","Indonemoura nohirae","658","i0102|Japan|insect|37.20 N 140.34 E|15-Jun-2017|K. Kobayashi|530 m"
"MK132271Indonemoura nohirae voucher i061.1 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","1548991076","Indonemoura nohirae","658","i061.1|USA|insect|61.24 N 149.53 W|28-Apr-2016|C. Verdone|460 m"
