"Assay","Taxon","Name","FRmm_total","FRmm_diff","FRmm_3p","FRmm_term","FRmm_AA","FRmm_AG","FRmm_AC","FRmm_TT","FRmm_TG","FRmm_TC","FRmm_GG","FRmm_CC","FR_length","FR_Tm","FR_Tmdiff","Pmm_total","Pmm_center","Pmm_AA","Pmm_AG","Pmm_AC","Pmm_TT","Pmm_TG","Pmm_TC","Pmm_GG","Pmm_CC","P_length","P_Tm"
"LEDN","Amphinemura standfussi","JX495634.1 Amphinemura standfussi voucher NHMO-EPT_956 cytochrome oxidase subunit 1 (COI) gene partial cds mitochondrial",12,0.166666666666667,0.333333333333333,0.166666666666667,0.0833333333333333,0.0833333333333333,0.333333333333333,0.0833333333333333,0.166666666666667,0.0833333333333333,0.166666666666667,0,20,57.1,1.8,6,0.5,0.166666666666667,0,0.5,0,0.333333333333333,0,0,0,18,84
"LEDN","Amphinemura standfussi","JX495662.1 Amphinemura standfussi voucher NHMO-EPT_510 cytochrome oxidase subunit 1 (COI) gene partial cds mitochondrial",12,0.166666666666667,0.333333333333333,0.166666666666667,0.0833333333333333,0.0833333333333333,0.333333333333333,0.0833333333333333,0.166666666666667,0.0833333333333333,0.166666666666667,0,20,57.1,1.8,6,0.5,0.166666666666667,0,0.5,0,0.333333333333333,0,0,0,18,84
"LEDN","Amphinemura standfussi","JX460922.1 Amphinemura standfussi voucher ZMUN:Plecoptera tissue 396 cytochrome c oxidase subunit I (COI) gene partial cds mitochondrial",12,0.166666666666667,0.333333333333333,0.166666666666667,0.0833333333333333,0.0833333333333333,0.333333333333333,0.0833333333333333,0.166666666666667,0.0833333333333333,0.166666666666667,0,20,57.1,1.8,6,0.5,0.166666666666667,0,0.5,0,0.333333333333333,0,0,0,18,84
"LEDN","Amphinemura standfussi","JX460933.1 Amphinemura standfussi voucher ZMUN:Plecoptera tissue 636 cytochrome c oxidase subunit I (COI) gene partial cds mitochondrial",12,0.166666666666667,0.333333333333333,0.166666666666667,0.0833333333333333,0.0833333333333333,0.333333333333333,0.0833333333333333,0.166666666666667,0.0833333333333333,0.166666666666667,0,20,57.1,1.8,6,0.5,0.166666666666667,0,0.5,0,0.333333333333333,0,0,0,18,84
"LEDN","Amphinemura standfussi","MZ627011.1 Amphinemura standfussi voucher JI-BOLD-328 cytochrome oxidase subunit 1 (COI) gene partial cds mitochondrial",12,0.166666666666667,0.333333333333333,0.166666666666667,0.0833333333333333,0.0833333333333333,0.333333333333333,0.0833333333333333,0.166666666666667,0.0833333333333333,0.166666666666667,0,20,57.1,1.8,6,0.5,0.166666666666667,0,0.5,0,0.333333333333333,0,0,0,18,84
"LEDN","Amphinemura standfussi","MZ626479.1 Amphinemura standfussi voucher JI-BOLD-329 cytochrome oxidase subunit 1 (COI) gene partial cds mitochondrial",12,0.166666666666667,0.333333333333333,0.166666666666667,0.0833333333333333,0.0833333333333333,0.333333333333333,0.0833333333333333,0.166666666666667,0.0833333333333333,0.166666666666667,0,20,57.1,1.8,6,0.5,0.166666666666667,0,0.5,0,0.333333333333333,0,0,0,18,84
"LEDN","Amphinemura standfussi","MZ625246.1 Amphinemura standfussi voucher JI-BOLD-324 cytochrome oxidase subunit 1 (COI) gene partial cds mitochondrial",12,0.166666666666667,0.333333333333333,0.166666666666667,0.0833333333333333,0.0833333333333333,0.333333333333333,0.0833333333333333,0.166666666666667,0.0833333333333333,0.166666666666667,0,20,57.1,1.8,6,0.5,0.166666666666667,0,0.5,0,0.333333333333333,0,0,0,18,84
"LEDN","Amphinemura standfussi","MZ625152.1 Amphinemura standfussi voucher JI-BOLD-330 cytochrome oxidase subunit 1 (COI) gene partial cds mitochondrial",12,0.166666666666667,0.333333333333333,0.166666666666667,0.0833333333333333,0.0833333333333333,0.333333333333333,0.0833333333333333,0.166666666666667,0.0833333333333333,0.166666666666667,0,20,57.1,1.8,6,0.5,0.166666666666667,0,0.5,0,0.333333333333333,0,0,0,18,84
"LEDN","Amphinemura standfussi","MZ624973.1 Amphinemura standfussi voucher JI-BOLD-331 cytochrome oxidase subunit 1 (COI) gene partial cds mitochondrial",12,0.166666666666667,0.333333333333333,0.166666666666667,0.0833333333333333,0.0833333333333333,0.333333333333333,0.0833333333333333,0.166666666666667,0.0833333333333333,0.166666666666667,0,20,57.1,1.8,6,0.5,0.166666666666667,0,0.5,0,0.333333333333333,0,0,0,18,84
"LEDN","Amphinemura standfussi","MZ623992.1 Amphinemura standfussi voucher JI-BOLD-327 cytochrome oxidase subunit 1 (COI) gene partial cds mitochondrial",12,0.166666666666667,0.333333333333333,0.166666666666667,0.0833333333333333,0.0833333333333333,0.333333333333333,0.0833333333333333,0.166666666666667,0.0833333333333333,0.166666666666667,0,20,57.1,1.8,6,0.5,0.166666666666667,0,0.5,0,0.333333333333333,0,0,0,18,84
"LEDN","Amphinemura standfussi","JX495657.1 Amphinemura standfussi voucher NHMO-EPT_653 cytochrome oxidase subunit 1 (COI) gene partial cds mitochondrial",12,0.166666666666667,0.333333333333333,0.166666666666667,0.0833333333333333,0.0833333333333333,0.333333333333333,0.0833333333333333,0.166666666666667,0.0833333333333333,0.166666666666667,0,20,57.1,1.8,6,0.5,0.166666666666667,0,0.5,0,0.333333333333333,0,0,0,18,84
"LEDN","Amphinemura standfussi","JX495654.1 Amphinemura standfussi voucher NHMO-EPT_987 cytochrome oxidase subunit 1 (COI) gene partial cds mitochondrial",12,0.166666666666667,0.333333333333333,0.166666666666667,0.0833333333333333,0.0833333333333333,0.333333333333333,0.0833333333333333,0.166666666666667,0.0833333333333333,0.166666666666667,0,20,57.1,1.8,6,0.5,0.166666666666667,0,0.5,0,0.333333333333333,0,0,0,18,84
"LEDN","Amphinemura standfussi","JX495643.1 Amphinemura standfussi voucher NHMO-EPT_955 cytochrome oxidase subunit 1 (COI) gene partial cds mitochondrial",12,0.166666666666667,0.333333333333333,0.166666666666667,0.0833333333333333,0.0833333333333333,0.333333333333333,0.0833333333333333,0.166666666666667,0.0833333333333333,0.166666666666667,0,20,57.1,1.8,6,0.5,0.166666666666667,0,0.5,0,0.333333333333333,0,0,0,18,84
"LEDN","Amphinemura standfussi","JX495642.1 Amphinemura standfussi voucher NHMO-EPT_487 cytochrome oxidase subunit 1 (COI) gene partial cds mitochondrial",12,0.166666666666667,0.333333333333333,0.166666666666667,0.0833333333333333,0.0833333333333333,0.333333333333333,0.0833333333333333,0.166666666666667,0.0833333333333333,0.166666666666667,0,20,57.1,1.8,6,0.5,0.166666666666667,0,0.5,0,0.333333333333333,0,0,0,18,84
"LEDN","Amphinemura standfussi","JX495639.1 Amphinemura standfussi voucher NHMO-EPT_990 cytochrome oxidase subunit 1 (COI) gene partial cds mitochondrial",12,0.166666666666667,0.333333333333333,0.166666666666667,0.0833333333333333,0.0833333333333333,0.333333333333333,0.0833333333333333,0.166666666666667,0.0833333333333333,0.166666666666667,0,20,57.1,1.8,6,0.5,0.166666666666667,0,0.5,0,0.333333333333333,0,0,0,18,84
"LEDN","Amphinemura standfussi","JX495636.1 Amphinemura standfussi voucher NHMO-EPT_974 cytochrome oxidase subunit 1 (COI) gene partial cds mitochondrial",12,0.166666666666667,0.333333333333333,0.166666666666667,0.0833333333333333,0.0833333333333333,0.333333333333333,0.0833333333333333,0.166666666666667,0.0833333333333333,0.166666666666667,0,20,57.1,1.8,6,0.5,0.166666666666667,0,0.5,0,0.333333333333333,0,0,0,18,84
"LEDN","Amphinemura standfussi","JX460958.1 Amphinemura standfussi voucher ZMUN:Plecoptera tissue 1430 cytochrome c oxidase subunit I (COI) gene partial cds mitochondria",12,0.166666666666667,0.333333333333333,0.166666666666667,0.0833333333333333,0.0833333333333333,0.333333333333333,0.0833333333333333,0.166666666666667,0.0833333333333333,0.166666666666667,0,20,57.1,1.8,6,0.5,0.166666666666667,0,0.5,0,0.333333333333333,0,0,0,18,84
"LEDN","Amphinemura standfussi","JX460955.1 Amphinemura standfussi voucher ZMUN:Plecoptera tissue 1378 cytochrome c oxidase subunit I (COI) gene partial cds mitochondria",12,0.166666666666667,0.333333333333333,0.166666666666667,0.0833333333333333,0.0833333333333333,0.333333333333333,0.0833333333333333,0.166666666666667,0.0833333333333333,0.166666666666667,0,20,57.1,1.8,6,0.5,0.166666666666667,0,0.5,0,0.333333333333333,0,0,0,18,84
"LEDN","Amphinemura standfussi","JX460952.1 Amphinemura standfussi voucher ZMUN:Plecoptera tissue 1223 cytochrome c oxidase subunit I (COI) gene partial cds mitochondria",12,0.166666666666667,0.333333333333333,0.166666666666667,0.0833333333333333,0.0833333333333333,0.333333333333333,0.0833333333333333,0.166666666666667,0.0833333333333333,0.166666666666667,0,20,57.1,1.8,6,0.5,0.166666666666667,0,0.5,0,0.333333333333333,0,0,0,18,84
"LEDN","Amphinemura standfussi","JX460932.1 Amphinemura standfussi voucher ZMUN:Plecoptera tissue 625 cytochrome c oxidase subunit I (COI) gene partial cds mitochondrial",12,0.166666666666667,0.333333333333333,0.166666666666667,0.0833333333333333,0.0833333333333333,0.333333333333333,0.0833333333333333,0.166666666666667,0.0833333333333333,0.166666666666667,0,20,57.1,1.8,6,0.5,0.166666666666667,0,0.5,0,0.333333333333333,0,0,0,18,84
"LEDN","Amphinemura standfussi","JX460930.1 Amphinemura standfussi voucher ZMUN:Plecoptera tissue 511 cytochrome c oxidase subunit I (COI) gene partial cds mitochondrial",12,0.166666666666667,0.333333333333333,0.166666666666667,0.0833333333333333,0.0833333333333333,0.333333333333333,0.0833333333333333,0.166666666666667,0.0833333333333333,0.166666666666667,0,20,57.1,1.8,6,0.5,0.166666666666667,0,0.5,0,0.333333333333333,0,0,0,18,84
"LEDN","Amphinemura standfussi","MK584351.1 Amphinemura standfussi isolate B092 cytochrome oxidase subunit I (COI) gene partial cds mitochondrial",12,0.166666666666667,0.333333333333333,0.166666666666667,0.0833333333333333,0.0833333333333333,0.333333333333333,0.0833333333333333,0.166666666666667,0.0833333333333333,0.166666666666667,0,20,57.1,1.8,6,0.5,0.166666666666667,0,0.5,0,0.333333333333333,0,0,0,18,84
"LEDN","Amphinemura standfussi","KY262283.1 Amphinemura standfussi voucher GBOL08210 cytochrome oxidase subunit 1 (COI) gene partial cds mitochondrial",12,0.166666666666667,0.333333333333333,0.166666666666667,0.0833333333333333,0.0833333333333333,0.333333333333333,0.0833333333333333,0.166666666666667,0.0833333333333333,0.166666666666667,0,20,57.1,1.8,6,0.5,0.166666666666667,0,0.5,0,0.333333333333333,0,0,0,18,84
"LEDN","Amphinemura standfussi","KY261449.1 Amphinemura standfussi voucher GBOL09375 cytochrome oxidase subunit 1 (COI) gene partial cds mitochondrial",12,0.166666666666667,0.333333333333333,0.166666666666667,0.0833333333333333,0.0833333333333333,0.333333333333333,0.0833333333333333,0.166666666666667,0.0833333333333333,0.166666666666667,0,20,57.1,1.8,6,0.5,0.166666666666667,0,0.5,0,0.333333333333333,0,0,0,18,84
"LEDN","Amphinemura standfussi","JX495652.1 Amphinemura standfussi voucher NHMO-EPT_952 cytochrome oxidase subunit 1 (COI) gene partial cds mitochondrial",12,0.166666666666667,0.333333333333333,0.166666666666667,0.0833333333333333,0.0833333333333333,0.333333333333333,0.0833333333333333,0.166666666666667,0.0833333333333333,0.166666666666667,0,20,57.1,1.8,6,0.5,0.166666666666667,0,0.5,0,0.333333333333333,0,0,0,18,84
"LEDN","Amphinemura standfussi","JX460938.1 Amphinemura standfussi voucher ZMUN:Plecoptera tissue 942 cytochrome c oxidase subunit I (COI) gene partial cds mitochondrial",12,0.166666666666667,0.333333333333333,0.166666666666667,0.0833333333333333,0.0833333333333333,0.333333333333333,0.0833333333333333,0.166666666666667,0.0833333333333333,0.166666666666667,0,20,57.1,1.8,6,0.5,0.166666666666667,0,0.5,0,0.333333333333333,0,0,0,18,84
"LEDN","Amphinemura standfussi","KU955894.1 Amphinemura standfussi isolate 94A1 cytochrome oxidase subunit I (COI) gene partial cds mitochondrial",13,0.230769230769231,0.307692307692308,0.153846153846154,0.0769230769230769,0.0769230769230769,0.384615384615385,0.0769230769230769,0.153846153846154,0.0769230769230769,0.153846153846154,0,20,57.1,1.8,6,0.5,0.166666666666667,0,0.5,0,0.333333333333333,0,0,0,18,84
"LEDN","Amphinemura standfussi","JX495659.1 Amphinemura standfussi voucher NHMO-EPT_1046 cytochrome oxidase subunit 1 (COI) gene partial cds mitochondrial",13,0.230769230769231,0.307692307692308,0.153846153846154,0.0769230769230769,0.0769230769230769,0.384615384615385,0.0769230769230769,0.153846153846154,0.0769230769230769,0.153846153846154,0,20,57.1,1.8,6,0.5,0.166666666666667,0,0.5,0,0.333333333333333,0,0,0,18,84
"LEDN","Amphinemura standfussi","MK584350.2 Amphinemura standfussi isolate B091 cytochrome oxidase subunit I (COI) gene partial cds mitochondrial",13,0.230769230769231,0.307692307692308,0.153846153846154,0.0769230769230769,0.0769230769230769,0.384615384615385,0.0769230769230769,0.153846153846154,0.0769230769230769,0.153846153846154,0,20,57.1,1.8,6,0.5,0.166666666666667,0,0.5,0,0.333333333333333,0,0,0,18,84
"LEDN","Amphinemura standfussi","JX460936.1 Amphinemura standfussi voucher ZMUN:Plecoptera tissue 881 cytochrome c oxidase subunit I (COI) gene partial cds mitochondrial",13,0.230769230769231,0.307692307692308,0.153846153846154,0.0769230769230769,0.0769230769230769,0.384615384615385,0.0769230769230769,0.153846153846154,0.0769230769230769,0.153846153846154,0,20,57.1,1.8,5,0.4,0.2,0,0.4,0,0.4,0,0,0,18,84
"LEDN","Amphinemura standfussi","JX460937.1 Amphinemura standfussi voucher ZMUN:Plecoptera tissue 882 cytochrome c oxidase subunit I (COI) gene partial cds mitochondrial",13,0.230769230769231,0.307692307692308,0.153846153846154,0.0769230769230769,0.0769230769230769,0.384615384615385,0.0769230769230769,0.153846153846154,0.0769230769230769,0.153846153846154,0,20,57.1,1.8,6,0.5,0.166666666666667,0,0.5,0,0.333333333333333,0,0,0,18,84
"LEDN","Amphinemura standfussi","JX460945.1 Amphinemura standfussi voucher ZMUN:Plecoptera tissue 1040 cytochrome c oxidase subunit I (COI) gene partial cds mitochondria",13,0.230769230769231,0.307692307692308,0.153846153846154,0.0769230769230769,0.0769230769230769,0.384615384615385,0.0769230769230769,0.153846153846154,0.0769230769230769,0.153846153846154,0,20,57.1,1.8,6,0.5,0.166666666666667,0,0.5,0,0.333333333333333,0,0,0,18,84
"LEDN","Amphinemura standfussi","JX460920.1 Amphinemura standfussi voucher ZMUN:Plecoptera tissue 357 cytochrome c oxidase subunit I (COI) gene partial cds mitochondrial",13,0.230769230769231,0.307692307692308,0.153846153846154,0.0769230769230769,0.0769230769230769,0.384615384615385,0.0769230769230769,0.153846153846154,0.0769230769230769,0.153846153846154,0,20,57.1,1.8,6,0.5,0.166666666666667,0,0.5,0,0.333333333333333,0,0,0,18,84
"LEDN","Amphinemura standfussi","JX460924.1 Amphinemura standfussi voucher ZMUN:Plecoptera tissue 420 cytochrome c oxidase subunit I (COI) gene partial cds mitochondrial",13,0.230769230769231,0.307692307692308,0.153846153846154,0.0769230769230769,0.0769230769230769,0.384615384615385,0.0769230769230769,0.153846153846154,0.0769230769230769,0.153846153846154,0,20,57.1,1.8,6,0.5,0.166666666666667,0,0.5,0,0.333333333333333,0,0,0,18,84
"LEDN","Amphinemura standfussi","JX460946.1 Amphinemura standfussi voucher ZMUN:Plecoptera tissue 1041 cytochrome c oxidase subunit I (COI) gene partial cds mitochondria",13,0.230769230769231,0.307692307692308,0.153846153846154,0.0769230769230769,0.0769230769230769,0.384615384615385,0.0769230769230769,0.153846153846154,0.0769230769230769,0.153846153846154,0,20,57.1,1.8,6,0.5,0.166666666666667,0,0.5,0,0.333333333333333,0,0,0,18,84
"LEDN","Amphinemura standfussi","JX495635.1 Amphinemura standfussi voucher NHMO-EPT_370 cytochrome oxidase subunit 1 (COI) gene partial cds mitochondrial",13,0.230769230769231,0.307692307692308,0.153846153846154,0.0769230769230769,0.0769230769230769,0.384615384615385,0.0769230769230769,0.153846153846154,0.0769230769230769,0.153846153846154,0,20,57.1,1.8,6,0.5,0.166666666666667,0,0.5,0,0.333333333333333,0,0,0,18,84
"LEDN","Amphinemura standfussi","JX495638.1 Amphinemura standfussi voucher NHMO-EPT_1043 cytochrome oxidase subunit 1 (COI) gene partial cds mitochondrial",13,0.230769230769231,0.307692307692308,0.153846153846154,0.0769230769230769,0.0769230769230769,0.384615384615385,0.0769230769230769,0.153846153846154,0.0769230769230769,0.153846153846154,0,20,57.1,1.8,6,0.5,0.166666666666667,0,0.5,0,0.333333333333333,0,0,0,18,84
"LEDN","Amphinemura standfussi","JX495651.1 Amphinemura standfussi voucher NHMO-EPT_456 cytochrome oxidase subunit 1 (COI) gene partial cds mitochondrial",13,0.230769230769231,0.307692307692308,0.153846153846154,0.0769230769230769,0.0769230769230769,0.384615384615385,0.0769230769230769,0.153846153846154,0.0769230769230769,0.153846153846154,0,20,57.1,1.8,6,0.5,0.166666666666667,0,0.5,0,0.333333333333333,0,0,0,18,84
"LEDN","Amphinemura standfussi","KY262458.1 Amphinemura standfussi voucher GBOL08206 cytochrome oxidase subunit 1 (COI) gene partial cds mitochondrial",13,0.230769230769231,0.307692307692308,0.153846153846154,0.0769230769230769,0.0769230769230769,0.384615384615385,0.0769230769230769,0.153846153846154,0.0769230769230769,0.153846153846154,0,20,57.1,1.8,6,0.5,0.166666666666667,0,0.5,0,0.333333333333333,0,0,0,18,84
"LEDN","Amphinemura standfussi","KY262400.1 Amphinemura standfussi voucher GBOL09363 cytochrome oxidase subunit 1 (COI) gene partial cds mitochondrial",13,0.230769230769231,0.307692307692308,0.153846153846154,0.0769230769230769,0.0769230769230769,0.384615384615385,0.0769230769230769,0.153846153846154,0.0769230769230769,0.153846153846154,0,20,57.1,1.8,6,0.5,0.166666666666667,0,0.5,0,0.333333333333333,0,0,0,18,84
"LEDN","Amphinemura standfussi","KY261872.1 Amphinemura standfussi voucher GBOL08209 cytochrome oxidase subunit 1 (COI) gene partial cds mitochondrial",13,0.230769230769231,0.307692307692308,0.153846153846154,0.0769230769230769,0.0769230769230769,0.384615384615385,0.0769230769230769,0.153846153846154,0.0769230769230769,0.153846153846154,0,20,57.1,1.8,6,0.5,0.166666666666667,0,0.5,0,0.333333333333333,0,0,0,18,84
"LEDN","Amphinemura standfussi","KY261690.1 Amphinemura standfussi voucher GBOL08207 cytochrome oxidase subunit 1 (COI) gene partial cds mitochondrial",13,0.230769230769231,0.307692307692308,0.153846153846154,0.0769230769230769,0.0769230769230769,0.384615384615385,0.0769230769230769,0.153846153846154,0.0769230769230769,0.153846153846154,0,20,57.1,1.8,6,0.5,0.166666666666667,0,0.5,0,0.333333333333333,0,0,0,18,84
"LEDN","Amphinemura standfussi","KY261614.1 Amphinemura standfussi voucher GBOL08208 cytochrome oxidase subunit 1 (COI) gene partial cds mitochondrial",13,0.230769230769231,0.307692307692308,0.153846153846154,0.0769230769230769,0.0769230769230769,0.384615384615385,0.0769230769230769,0.153846153846154,0.0769230769230769,0.153846153846154,0,20,57.1,1.8,6,0.5,0.166666666666667,0,0.5,0,0.333333333333333,0,0,0,18,84
"LEDN","Amphinemura sulcicollis","MZ626765.1 Amphinemura sulcicollis voucher JI-BOLD-335 cytochrome oxidase subunit 1 (COI) gene partial cds mitochondrial",12,0.166666666666667,0.333333333333333,0.166666666666667,0.0833333333333333,0.0833333333333333,0.333333333333333,0.0833333333333333,0.166666666666667,0.0833333333333333,0.166666666666667,0,20,57.1,1.8,6,0.5,0.166666666666667,0,0.5,0,0.333333333333333,0,0,0,18,84
"LEDN","Amphinemura sulcicollis","MT407202.1 Amphinemura sulcicollis voucher INV00773 cytochrome oxidase subunit 1 (COI) gene partial cds mitochondrial",10,0,0.3,0.2,0.1,0.1,0.3,0,0.3,0.1,0.1,0,20,57.1,1.8,6,0.5,0.166666666666667,0,0.5,0,0.166666666666667,0.166666666666667,0,0,18,84
"LEDN","Amphinemura sulcicollis","OK316410.1 Amphinemura sulcicollis voucher CROBD30 cytochrome oxidase subunit 1 (COI) gene partial cds mitochondrial",10,0,0.3,0.2,0.1,0.1,0.3,0,0.3,0.1,0.1,0,20,57.1,1.8,6,0.5,0.166666666666667,0,0.5,0,0.166666666666667,0.166666666666667,0,0,18,84
"LEDN","Amphinemura sulcicollis","HQ563142.1 Amphinemura sulcicollis voucher BC ZSM AQU 00716 cytochrome oxidase subunit 1 (COI) gene partial cds mitochondrial",10,0,0.3,0.2,0.1,0.1,0.3,0,0.3,0.1,0.1,0,20,57.1,1.8,5,0.4,0.2,0,0.4,0,0.2,0.2,0,0,18,84
"LEDN","Amphinemura sulcicollis","KY261391.1 Amphinemura sulcicollis voucher BCZSMAQU001110 cytochrome oxidase subunit 1 (COI) gene partial cds mitochondrial",10,0,0.3,0.2,0.1,0.1,0.3,0,0.3,0.1,0.1,0,20,57.1,1.8,6,0.5,0.166666666666667,0,0.5,0,0.166666666666667,0.166666666666667,0,0,18,84
"LEDN","Amphinemura sulcicollis","MF458608.1 Amphinemura sulcicollis isolate G_BC13 cytochrome oxidase subunit 1 (COI) gene partial cds mitochondrial",10,0,0.3,0.2,0.1,0.1,0.3,0,0.3,0.1,0.1,0,20,57.1,1.8,6,0.5,0.166666666666667,0,0.5,0,0.166666666666667,0.166666666666667,0,0,18,84
"LEDN","Amphinemura sulcicollis","KU955878.1 Amphinemura sulcicollis isolate 108A1 cytochrome oxidase subunit I (COI) gene partial cds mitochondrial",9,0.111111111111111,0.333333333333333,0.222222222222222,0.111111111111111,0.111111111111111,0.333333333333333,0,0.222222222222222,0.111111111111111,0.111111111111111,0,20,57.1,1.8,7,0.428571428571429,0.142857142857143,0,0.428571428571429,0,0.285714285714286,0.142857142857143,0,0,18,84
"LEDN","Amphinemura sulcicollis","KU955882.1 Amphinemura sulcicollis isolate 107A2 cytochrome oxidase subunit I (COI) gene partial cds mitochondrial",9,0.111111111111111,0.333333333333333,0.222222222222222,0.111111111111111,0.111111111111111,0.333333333333333,0,0.222222222222222,0.111111111111111,0.111111111111111,0,20,57.1,1.8,7,0.428571428571429,0.142857142857143,0,0.428571428571429,0,0.285714285714286,0.142857142857143,0,0,18,84
"LEDN","Amphinemura sulcicollis","KU955881.1 Amphinemura sulcicollis isolate 110A2 cytochrome oxidase subunit I (COI) gene partial cds mitochondrial",9,0.111111111111111,0.333333333333333,0.222222222222222,0.111111111111111,0.111111111111111,0.333333333333333,0,0.222222222222222,0.111111111111111,0.111111111111111,0,20,57.1,1.8,7,0.428571428571429,0.142857142857143,0,0.428571428571429,0,0.285714285714286,0.142857142857143,0,0,18,84
"LEDN","Amphinemura sulcicollis","KU955880.1 Amphinemura sulcicollis isolate 95A1 cytochrome oxidase subunit I (COI) gene partial cds mitochondrial",9,0.111111111111111,0.333333333333333,0.222222222222222,0.111111111111111,0.111111111111111,0.333333333333333,0,0.222222222222222,0.111111111111111,0.111111111111111,0,20,57.1,1.8,7,0.428571428571429,0.142857142857143,0,0.428571428571429,0,0.285714285714286,0.142857142857143,0,0,18,84
"LEDN","Amphinemura sulcicollis","KU955879.1 Amphinemura sulcicollis isolate 116A2 cytochrome oxidase subunit I (COI) gene partial cds mitochondrial",9,0.111111111111111,0.333333333333333,0.222222222222222,0.111111111111111,0.111111111111111,0.333333333333333,0,0.222222222222222,0.111111111111111,0.111111111111111,0,20,57.1,1.8,7,0.428571428571429,0.142857142857143,0,0.428571428571429,0,0.285714285714286,0.142857142857143,0,0,18,84
"LEDN","Amphinemura sulcicollis","KU955883.1 Amphinemura sulcicollis isolate 102A2 cytochrome oxidase subunit I (COI) gene partial cds mitochondrial",9,0.111111111111111,0.333333333333333,0.222222222222222,0.111111111111111,0.111111111111111,0.333333333333333,0,0.222222222222222,0.111111111111111,0.111111111111111,0,20,57.1,1.8,7,0.428571428571429,0.142857142857143,0,0.428571428571429,0,0.285714285714286,0.142857142857143,0,0,18,84
"LEDN","Amphinemura sulcicollis","KU955884.1 Amphinemura sulcicollis isolate 102A1 cytochrome oxidase subunit I (COI) gene partial cds mitochondrial",9,0.111111111111111,0.333333333333333,0.222222222222222,0.111111111111111,0.111111111111111,0.333333333333333,0,0.222222222222222,0.111111111111111,0.111111111111111,0,20,57.1,1.8,6,0.333333333333333,0.166666666666667,0,0.333333333333333,0,0.333333333333333,0.166666666666667,0,0,18,84
"LEDN","Amphinemura sulcicollis","KU955885.1 Amphinemura sulcicollis isolate 110A1 cytochrome oxidase subunit I (COI) gene partial cds mitochondrial",9,0.111111111111111,0.333333333333333,0.222222222222222,0.111111111111111,0.111111111111111,0.333333333333333,0,0.222222222222222,0.111111111111111,0.111111111111111,0,20,57.1,1.8,7,0.428571428571429,0.142857142857143,0,0.428571428571429,0,0.285714285714286,0.142857142857143,0,0,18,84
"LEDN","Amphinemura sulcicollis","KU955886.1 Amphinemura sulcicollis isolate 116A1 cytochrome oxidase subunit I (COI) gene partial cds mitochondrial",9,0.111111111111111,0.333333333333333,0.222222222222222,0.111111111111111,0.111111111111111,0.333333333333333,0,0.222222222222222,0.111111111111111,0.111111111111111,0,20,57.1,1.8,7,0.428571428571429,0.142857142857143,0,0.428571428571429,0,0.285714285714286,0.142857142857143,0,0,18,84
"LEDN","Amphinemura sulcicollis","KU955887.1 Amphinemura sulcicollis isolate 104A1 cytochrome oxidase subunit I (COI) gene partial cds mitochondrial",9,0.111111111111111,0.333333333333333,0.222222222222222,0.111111111111111,0,0.333333333333333,0,0.222222222222222,0.111111111111111,0.222222222222222,0,20,57.1,1.8,7,0.428571428571429,0.142857142857143,0,0.428571428571429,0,0.285714285714286,0.142857142857143,0,0,18,84
"LEDN","Amphinemura sulcicollis","KU955890.1 Amphinemura sulcicollis isolate 95A5 cytochrome oxidase subunit I (COI) gene partial cds mitochondrial",8,0.25,0.25,0.125,0.125,0.125,0.25,0,0.25,0.125,0.125,0,20,57.1,1.8,7,0.428571428571429,0.142857142857143,0,0.428571428571429,0,0.285714285714286,0.142857142857143,0,0,18,84
"LEDN","Amphinemura sulcicollis","HM421986.1 Amphinemura sulcicollis voucher BC ZSM AQU 00192 cytochrome oxidase subunit 1 (COI) gene partial cds mitochondrial",9,0.111111111111111,0.333333333333333,0.222222222222222,0.111111111111111,0.111111111111111,0.333333333333333,0,0.222222222222222,0.111111111111111,0.111111111111111,0,20,57.1,1.8,7,0.428571428571429,0.142857142857143,0,0.428571428571429,0,0.285714285714286,0.142857142857143,0,0,18,84
"LEDN","Amphinemura sulcicollis","MZ630982.1 Amphinemura sulcicollis voucher PLECO-2015F010 cytochrome oxidase subunit 1 (COI) gene partial cds mitochondrial",9,0.111111111111111,0.333333333333333,0.222222222222222,0.111111111111111,0.111111111111111,0.333333333333333,0,0.222222222222222,0.111111111111111,0.111111111111111,0,20,57.1,1.8,7,0.428571428571429,0.142857142857143,0,0.428571428571429,0,0.285714285714286,0.142857142857143,0,0,18,84
"LEDN","Amphinemura sulcicollis","MZ629263.1 Amphinemura sulcicollis voucher PLECO-2015F009 cytochrome oxidase subunit 1 (COI) gene partial cds mitochondrial",9,0.111111111111111,0.333333333333333,0.222222222222222,0.111111111111111,0.111111111111111,0.333333333333333,0,0.222222222222222,0.111111111111111,0.111111111111111,0,20,57.1,1.8,7,0.428571428571429,0.142857142857143,0,0.428571428571429,0,0.285714285714286,0.142857142857143,0,0,18,84
"LEDN","Amphinemura sulcicollis","JX495655.1 Amphinemura sulcicollis voucher NHMO-EPT_277 cytochrome oxidase subunit 1 (COI) gene partial cds mitochondrial",9,0.111111111111111,0.333333333333333,0.222222222222222,0.111111111111111,0.111111111111111,0.333333333333333,0,0.222222222222222,0.111111111111111,0.111111111111111,0,20,57.1,1.8,7,0.428571428571429,0.142857142857143,0,0.428571428571429,0,0.285714285714286,0.142857142857143,0,0,18,84
