"Accession_title","UID","Species","Length","Location"
"KR303626Didemnum perlucidum voucher DBTIC 29 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","937656216","Didemnum perlucidum","552","DBTIC 29|India|8.7681 N 78.1972 E|09-Feb-2015|H. Abdul Jaffar Ali|H. Abdul Jaffar Ali"
"JQ731740Didemnum perlucidum haplotype 7 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","379987906","Didemnum perlucidum","594","7|Australia: Twofold Bay|37.5 S 149.55 E|Apr-2010|T.Glasby"
"JQ731735Didemnum perlucidum isolate 2 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","379987896","Didemnum perlucidum","594","2|West Australian Museum s.n.|Australia: Swan River|32.03 S 115.76 E|Nov-2010|Dan Smale|Gretchen Lambert"
"EU742661Didemnum psammatode voucher RMNH.UROCH.746 cytochrome oxidase 1 (COI) gene, partial cds; mitochondrial","206584450","Didemnum psammatode","586","DpBT1|RMNH.UROCH.746|Didemnum psammathodes|Panama: Bocas del toro"
"JN624758Didemnum psammatode strain sri1 cytochrome C oxidase subunit I (COI) gene, partial cds; mitochondrial","346995763","Didemnum psammatode","576","sri1|Didemnum psammatode"
"AB433972Didemnum psammatode mitochondrial coxI gene for cytochrome oxidase subunit I, partial cds","206725145","Didemnum psammatode","401","Didemnum psammatode|adult|Japan:Okinawa, Okinawajima Is., Ginoza"
"MT637951Didemnum psammatodes isolate 11Mar19-1-5 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","2021329164","Didemnum psammatodes","578","11Mar19-1-5|Puerto Rico|11-Mar-2019|Susanna Lopez-Legentil, Gretchen Lambert & Olivia Streit|Gretchen Lambert & Susanna Lopez-Legentil"
"KU221189Didemnum psammatodes voucher ColBIO TL_27 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","1045961513","Didemnum psammatodes","598","ColBIO TL_27"
"KP779902Didemnum psammatodes cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","793959051","Didemnum psammatodes","484","India|marine|Dr.G. Ananthan"
"OM909165Didemnum pseudovexillum voucher SZN_B_1902ASC22A cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","2203349226","Didemnum pseudovexillum","741","SZN_B_1902ASC22A|Italy: Miseno Lake, Bacoli, Naples|40.793111 N 14.072287 E|Fabio Crocetta lab.|Fabio Crocetta lab."
"KF309622Didemnum pseudovexillum isolate DS-4 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","568404231","Didemnum pseudovexillum","586","DS-4|Didemnum sp. DS-4|Spain: Port de la Selva, Catalunya|01-Feb-2013|Miquel L. Legentil, Susanna Lopez-Legentil|Xavier Turon, Susanna Lopez-Legentil"
"KF309573Didemnum pseudovexillum isolate ESC-10 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","568404133","Didemnum pseudovexillum","586","ESC-10|Didemnum sp. ESC-10|Spain: L'Escala, Catalunya|30-Jan-2013|Miquel L. Legentil, Susanna Lopez-Legentil|Xavier Turon, Susanna Lopez-Legentil"
"MN952978Didemnum pseudovexillum voucher Colony_1-8 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","1798052568","Didemnum pseudovexillum","515","Colony_1-8"
"KU221208Didemnum sordidum voucher UF_734 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","1045961551","Didemnum sordidum","603","UF_734"
"KU221197Didemnum sordidum voucher UF_612 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","1045961529","Didemnum sordidum","605","UF_612"
"KU221195Didemnum sordidum voucher UF_597 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","1045961525","Didemnum sordidum","601","UF_597"
"KU667268Didemnum spadix voucher DBTIC78 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","1007745297","Didemnum spadix","415","DBTIC78|India|9.2821 N 79.1937 E|18-Mar-2015|Dr. H. Abdul Jaffar Ali|Dr. H. Abdul Jaffar Ali"
"KU667267Didemnum spadix voucher DBTIC77 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","1007745265","Didemnum spadix","438","DBTIC77|India|9.2821 N 79.1937 E|18-Mar-2015|Dr. H. Abdul Jaffar Ali|Dr. H. Abdul Jaffar Ali"
"NC_026107Didemnum vexillum isolate clade A mitochondrion, complete genome","746000098","Didemnum vexillum","13424","clade A|Japan"
"OQ430773Didemnum vexillum isolate SY230208 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","2444032699","Didemnum vexillum","574","SY230208|YS4|South Korea: Yeosu|34.742194 N 127.756028 E|12-May-2020|Taekjun Lee|Taekjun Lee"
"OQ430772Didemnum vexillum isolate SY230207 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","2444032697","Didemnum vexillum","574","SY230207|YP1|South Korea: Yangpo|35.878111 N 129.520111 E|14-May-2020|Taekjun Lee|Taekjun Lee"
"OQ430771Didemnum vexillum isolate SY230206 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","2444032695","Didemnum vexillum","574","SY230206|TY1|South Korea: Tongyeong|34.827167 N 128.435194 E|13-May-2020|Taekjun Lee|Taekjun Lee"
"OQ430770Didemnum vexillum isolate SY230205 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","2444032693","Didemnum vexillum","574","SY230205|GY2|South Korea: Gwangyang|34.909320 N 127.681867 E|12-May-2020|Taekjun Lee|Taekjun Lee"
"OQ430769Didemnum vexillum isolate SY230204 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","2444032691","Didemnum vexillum","574","SY230204|GY1|South Korea: Gwangyang|34.909320 N 127.681867 E|12-May-2020|Taekjun Lee|Taekjun Lee"
"OQ430768Didemnum vexillum isolate SY230203 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","2444032689","Didemnum vexillum","574","SY230203|GS10|South Korea: Gunsan|35.936417 N 126.528195 E|11-May-2020|Taekjun Lee|Taekjun Lee"
"OQ430767Didemnum vexillum isolate SY230202 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","2444032687","Didemnum vexillum","574","SY230202|GS9|South Korea: Gunsan|35.936417 N 126.528195 E|11-May-2020|Taekjun Lee|Taekjun Lee"
"OQ430766Didemnum vexillum isolate SY230201 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","2444032685","Didemnum vexillum","574","SY230201|DH4|South Korea: Donghae|37.491862 N 129.127087 E|14-May-2020|Taekjun Lee|Taekjun Lee"
"MZ435262Didemnum vexillum from New Zealand mitochondrion, partial genome","2319117102","Didemnum vexillum","13425","MITS 74863|New Zealand: Wellington|22-Aug-2018|MITS, NZ|MITS, NZ"
"MN952980Didemnum vexillum voucher Colony_10 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","1798052572","Didemnum vexillum","552","Colony_10"
"MN952979Didemnum vexillum voucher Colony_9 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","1798052570","Didemnum vexillum","526","Colony_9"
"MW425621Didemnum vexillum voucher Dv-17-085 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","1951773212","Didemnum vexillum","564","Dv-17-085"
"MW425620Didemnum vexillum voucher Dv-17-043 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","1951773210","Didemnum vexillum","459","Dv-17-043"
"MW425619Didemnum vexillum voucher Dv-17-010 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","1951773208","Didemnum vexillum","513","Dv-17-010"
"MW425618Didemnum vexillum voucher Dv-17-009 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","1951773206","Didemnum vexillum","515","Dv-17-009"
"MW425617Didemnum vexillum voucher Dv-17-008 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","1951773204","Didemnum vexillum","302","Dv-17-008"
"MW425616Didemnum vexillum voucher Dv-17-006 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","1951773202","Didemnum vexillum","469","Dv-17-006"
"MW425615Didemnum vexillum voucher Dv-17-005 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","1951773200","Didemnum vexillum","465","Dv-17-005"
"MW425614Didemnum vexillum voucher Dv-17-003 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","1951773198","Didemnum vexillum","302","Dv-17-003"
"MW425613Didemnum vexillum voucher Dv-17-002 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","1951773196","Didemnum vexillum","455","Dv-17-002"
"MW425612Didemnum vexillum voucher Dv-17-001 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","1951773194","Didemnum vexillum","453","Dv-17-001"
"MW425681Didemnum vexillum voucher Dv-19-129 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","1951773334","Didemnum vexillum","359","Dv-19-129"
"MW425680Didemnum vexillum voucher Dv-19-128 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","1951773332","Didemnum vexillum","339","Dv-19-128"
"MW425679Didemnum vexillum voucher Dv-19-127 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","1951773330","Didemnum vexillum","331","Dv-19-127"
"MW425678Didemnum vexillum voucher Dv-19-097 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","1951773328","Didemnum vexillum","374","Dv-19-097"
"MW425677Didemnum vexillum voucher Dv-19-091 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","1951773326","Didemnum vexillum","473","Dv-19-091"
"MW425676Didemnum vexillum voucher Dv-19-085 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","1951773324","Didemnum vexillum","474","Dv-19-085"
"MW425675Didemnum vexillum voucher Dv-19-071 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","1951773322","Didemnum vexillum","471","Dv-19-071"
"MW425674Didemnum vexillum voucher Dv-19-025 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","1951773320","Didemnum vexillum","502","Dv-19-025"
"MW425673Didemnum vexillum voucher Dv-19-024 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","1951773318","Didemnum vexillum","529","Dv-19-024"
"MW425672Didemnum vexillum voucher Dv-19-023 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","1951773316","Didemnum vexillum","551","Dv-19-023"
"MW425671Didemnum vexillum voucher Dv-19-022 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","1951773314","Didemnum vexillum","464","Dv-19-022"
"MW425670Didemnum vexillum voucher Dv-19-019 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","1951773312","Didemnum vexillum","504","Dv-19-019"
"MW425669Didemnum vexillum voucher Dv-19-018 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","1951773310","Didemnum vexillum","555","Dv-19-018"
"MW425668Didemnum vexillum voucher Dv-19-017 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","1951773308","Didemnum vexillum","501","Dv-19-017"
"MW425667Didemnum vexillum voucher Dv-19-016 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","1951773306","Didemnum vexillum","471","Dv-19-016"
"MW425666Didemnum vexillum voucher Dv-19-014 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","1951773304","Didemnum vexillum","511","Dv-19-014"
"MW425665Didemnum vexillum voucher Dv-19-013 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","1951773302","Didemnum vexillum","518","Dv-19-013"
"MW425664Didemnum vexillum voucher Dv-19-012 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","1951773300","Didemnum vexillum","541","Dv-19-012"
"MW425663Didemnum vexillum voucher Dv-19-011 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","1951773298","Didemnum vexillum","554","Dv-19-011"
"MW425662Didemnum vexillum voucher Dv-19-010 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","1951773296","Didemnum vexillum","540","Dv-19-010"
"MW425661Didemnum vexillum voucher Dv-19-008 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","1951773294","Didemnum vexillum","472","Dv-19-008"
"MW425660Didemnum vexillum voucher Dv-19-007 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","1951773292","Didemnum vexillum","540","Dv-19-007"
"MW425659Didemnum vexillum voucher Dv-19-006 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","1951773290","Didemnum vexillum","545","Dv-19-006"
"MW425658Didemnum vexillum voucher Dv-19-005 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","1951773288","Didemnum vexillum","532","Dv-19-005"
"MW425657Didemnum vexillum voucher Dv-18-030 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","1951773286","Didemnum vexillum","572","Dv-18-030"
"MW425656Didemnum vexillum voucher Dv-18-029 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","1951773284","Didemnum vexillum","538","Dv-18-029"
"MW425655Didemnum vexillum voucher Dv-18-028 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","1951773282","Didemnum vexillum","555","Dv-18-028"
"MW425654Didemnum vexillum voucher Dv-18-027 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","1951773280","Didemnum vexillum","574","Dv-18-027"
"MW425653Didemnum vexillum voucher Dv-18-026 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","1951773278","Didemnum vexillum","571","Dv-18-026"
"MW425652Didemnum vexillum voucher Dv-18-025 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","1951773276","Didemnum vexillum","575","Dv-18-025"
"MW425651Didemnum vexillum voucher Dv-18-024 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","1951773274","Didemnum vexillum","574","Dv-18-024"
"MW425650Didemnum vexillum voucher Dv-18-023 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","1951773272","Didemnum vexillum","568","Dv-18-023"
"MW425649Didemnum vexillum voucher Dv-18-021 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","1951773270","Didemnum vexillum","567","Dv-18-021"
"MW425648Didemnum vexillum voucher Dv-18-020 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","1951773268","Didemnum vexillum","557","Dv-18-020"
"MW425647Didemnum vexillum voucher Dv-18-011 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","1951773266","Didemnum vexillum","545","Dv-18-011"
"MW425646Didemnum vexillum voucher Dv-18-010 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","1951773264","Didemnum vexillum","560","Dv-18-010"
"MW425645Didemnum vexillum voucher Dv-18-009 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","1951773260","Didemnum vexillum","488","Dv-18-009"
"MW425644Didemnum vexillum voucher Dv-18-008 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","1951773258","Didemnum vexillum","553","Dv-18-008"
"MW425643Didemnum vexillum voucher Dv-18-007 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","1951773256","Didemnum vexillum","534","Dv-18-007"
"MW425642Didemnum vexillum voucher Dv-18-006 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","1951773254","Didemnum vexillum","537","Dv-18-006"
"MW425641Didemnum vexillum voucher Dv-18-005 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","1951773252","Didemnum vexillum","558","Dv-18-005"
"MW425640Didemnum vexillum voucher Dv-18-004 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","1951773250","Didemnum vexillum","571","Dv-18-004"
"MW425639Didemnum vexillum voucher Dv-18-003 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","1951773248","Didemnum vexillum","303","Dv-18-003"
"MW425638Didemnum vexillum voucher Dv-18-002 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","1951773246","Didemnum vexillum","572","Dv-18-002"
"MW425637Didemnum vexillum voucher Dv-18-001 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","1951773244","Didemnum vexillum","345","Dv-18-001"
"MW425636Didemnum vexillum voucher Dv-17-286 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","1951773242","Didemnum vexillum","576","Dv-17-286"
"MW425635Didemnum vexillum voucher Dv-17-285 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","1951773240","Didemnum vexillum","307","Dv-17-285"
"MW425634Didemnum vexillum voucher Dv-17-283 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","1951773238","Didemnum vexillum","519","Dv-17-283"
"MW425633Didemnum vexillum voucher Dv-17-282 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","1951773236","Didemnum vexillum","521","Dv-17-282"
"MW425632Didemnum vexillum voucher Dv-17-262 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","1951773234","Didemnum vexillum","497","Dv-17-262"
"MW425631Didemnum vexillum voucher Dv-17-260 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","1951773232","Didemnum vexillum","545","Dv-17-260"
"MW425630Didemnum vexillum voucher Dv-17-259 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","1951773230","Didemnum vexillum","490","Dv-17-259"
"MW425629Didemnum vexillum voucher Dv-17-258 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","1951773228","Didemnum vexillum","556","Dv-17-258"
"MW425628Didemnum vexillum voucher Dv-17-177 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","1951773226","Didemnum vexillum","371","Dv-17-177"
"MW425627Didemnum vexillum voucher Dv-17-176 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","1951773224","Didemnum vexillum","366","Dv-17-176"
"MW425626Didemnum vexillum voucher Dv-17-175 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","1951773222","Didemnum vexillum","476","Dv-17-175"
"MW425625Didemnum vexillum voucher Dv-17-174 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","1951773220","Didemnum vexillum","348","Dv-17-174"
"MW425624Didemnum vexillum voucher Dv-17-173 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","1951773218","Didemnum vexillum","492","Dv-17-173"
"MW425623Didemnum vexillum voucher Dv-17-172 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","1951773216","Didemnum vexillum","468","Dv-17-172"
"MW425622Didemnum vexillum voucher Dv-17-169 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","1951773214","Didemnum vexillum","307","Dv-17-169"
"EU419459Didemnum vexillum voucher RMNH UROCH 741 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","171908938","Didemnum vexillum","586","DvJA3|RMNH UROCH 741|Japan: Asamushi"
"EU419457Didemnum vexillum voucher RMNH UROCH 739 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","171908934","Didemnum vexillum","586","DvJA1|RMNH UROCH 739|Japan: Asamushi"
"EU419455Didemnum vexillum voucher RMNH UROCH 713 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","171908930","Didemnum vexillum","586","DvLA2|RMNH UROCH 713|USA: Latimer Ledge, CT"
"EU419454Didemnum vexillum voucher RMNH UROCH 712 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","171908928","Didemnum vexillum","586","DvLA1|RMNH UROCH 712|USA: Latimer Ledge, CT"
"EU419453Didemnum vexillum voucher RMNH UROCH 711 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","171908926","Didemnum vexillum","586","DvBR10|RMNH UROCH 711|USA: Bushy Rock, CT"
"EU419452Didemnum vexillum voucher RMNH UROCH 717 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","171908924","Didemnum vexillum","586","DvMM1|RMNH UROCH 717|USA: Mass Maritime Academy, MA"
"EU419451Didemnum vexillum voucher RMNH UROCH 719 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","171908922","Didemnum vexillum","586","DvMI1|RMNH UROCH 719|USA: Marry Island, ME"
"EU419450Didemnum vexillum voucher RMNH UROCH 699 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","171908920","Didemnum vexillum","586","DvGB5|RMNH UROCH 699|USA: Georges Bank"
"EU419449Didemnum vexillum voucher RMNH UROCH 710 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","171908918","Didemnum vexillum","586","DvBR9|RMNH UROCH 710|USA: Bushy Rock, CT"
"EU419447Didemnum vexillum voucher RMNH UROCH 707 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","171908914","Didemnum vexillum","586","DvBR6|RMNH UROCH 707|USA: Bushy Rock, CT"
"EU419446Didemnum vexillum voucher RMNH UROCH 706 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","171908912","Didemnum vexillum","586","DvBR5|RMNH UROCH 706|USA: Bushy Rock, CT"
"EU419445Didemnum vexillum voucher RMNH UROCH 705 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","171908910","Didemnum vexillum","586","DvBR4|RMNH UROCH 705|USA: Bushy Rock, CT"
"EU419444Didemnum vexillum voucher RMNH UROCH 704 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","171908908","Didemnum vexillum","586","DvBR3|RMNH UROCH 704|USA: Bushy Rock, CT"
"EU419443Didemnum vexillum voucher RMNH UROCH 703 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","171908906","Didemnum vexillum","586","DvBR2|RMNH UROCH 703|USA: Bushy Rock, CT"
"EU419442Didemnum vexillum voucher RMNH UROCH 702 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","171908904","Didemnum vexillum","586","DvBR1|RMNH UROCH 702|USA: Bushy Rock, CT"
"EU419441Didemnum vexillum voucher RMNH UROCH 734 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","171908902","Didemnum vexillum","586","DvCI2|RMNH UROCH 734|Canada: Cortes Island, BC"
"EU419439Didemnum vexillum voucher RMNH UROCH 725 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","171908898","Didemnum vexillum","586","DvTI1|RMNH UROCH 725|USA: Totten Inlet, WA"
"EU419436Didemnum vexillum voucher RMNH UROCH 720 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","171908892","Didemnum vexillum","586","DvDM1|RMNH UROCH 720|USA: Des Moines Marina, WA"
"EU419435Didemnum vexillum voucher RMNH UROCH 738 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","171908890","Didemnum vexillum","586","DvJP3|RMNH UROCH 738|Japan: Otsuchi Bay"
"EU419434Didemnum vexillum voucher RMNH UROCH 737 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","171908888","Didemnum vexillum","586","DvJP2|RMNH UROCH 737|Japan: Otsuchi Bay"
"EU419431Didemnum vexillum voucher RMNH UROCH 730 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","171908882","Didemnum vexillum","586","DvSS3|RMNH UROCH 730|USA: Sausalito, CA"
"EU419430Didemnum vexillum voucher RMNH UROCH 696 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","171908880","Didemnum vexillum","586","DvPG1|RMNH UROCH 696|France: Perros-Guirec"
"EU419429Didemnum vexillum voucher RMNH UROCH 745 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","171908878","Didemnum vexillum","586","DvNZ4|RMNH UROCH 745|New Zealand: Steel Mariner, Port Shakespeare"
"EU419428Didemnum vexillum voucher RMNH UROCH 744 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","171908876","Didemnum vexillum","586","DvNZ3|RMNH UROCH 744|New Zealand: Port Shakespeare"
"EU419427Didemnum vexillum voucher RMNH UROCH 691 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","171908874","Didemnum vexillum","586","DvLH3|RMNH UROCH 691|France: Le Havre"
"EU419426Didemnum vexillum voucher RMNH UROCH 690 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","171908872","Didemnum vexillum","586","DvLH2|RMNH UROCH 690|France: Le Havre"
"EU419425Didemnum vexillum voucher RMNH UROCH 695 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","171908870","Didemnum vexillum","586","DvCF2|RMNH UROCH 695|France: Concarneau"
"EU419424Didemnum vexillum voucher RMNH UROCH 693 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","171908868","Didemnum vexillum","586","DvBF2|RMNH UROCH 693|France: Brest"
"EU419423Didemnum vexillum voucher RMNH UROCH 692 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","171908866","Didemnum vexillum","586","DvBF1|RMNH UROCH 692|France: Brest"
"EU419422Didemnum vexillum voucher RMNH UROCH 732 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","171908864","Didemnum vexillum","586","DvBB2|RMNH UROCH 732|USA: Bodega Bay, CA"
"EU419421Didemnum vexillum voucher RMNH UROCH 743 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","171908862","Didemnum vexillum","586","DvNZ2|RMNH UROCH 743|New Zealand: South Island"
"EU419420Didemnum vexillum voucher RMNH UROCH 724 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","171908860","Didemnum vexillum","586","DvDB2|RMNH UROCH 724|USA: Dabob Bay, WA"
"EU419419Didemnum vexillum voucher RMNH UROCH 723 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","171908858","Didemnum vexillum","586","DvDB1|RMNH UROCH 723|USA: Dabob Bay, WA"
"EU419418Didemnum vexillum voucher RMNH UROCH 718 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","171908856","Didemnum vexillum","586","DvOP1|RMNH UROCH 718|USA: Ocean Point, Boothbay, ME"
"EU419417Didemnum vexillum voucher RMNH UROCH 700 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","171908854","Didemnum vexillum","586","DvGB6|RMNH UROCH 700|USA: Georges Bank"
"EU419416Didemnum vexillum voucher RMNH UROCH 698 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","171908852","Didemnum vexillum","586","DvDI1|RMNH UROCH 698|Ireland: Dublin"
"EU419415Didemnum vexillum voucher RMNH UROCH 697 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","171908850","Didemnum vexillum","586","DvNL1|RMNH UROCH 697|Netherlands"
"EU419414Didemnum vexillum voucher RMNH UROCH 731 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","171908848","Didemnum vexillum","586","DvBB1|RMNH UROCH 731|USA: Bodega Bay, CA"
"EU419411Didemnum vexillum voucher RMNH UROCH 716 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","171908842","Didemnum vexillum","586","DvNC2|RMNH UROCH 716|USA: Newcastle, NH"
"EU419410Didemnum vexillum voucher RMNH UROCH 714 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","171908840","Didemnum vexillum","586","DvWH2|RMNH UROCH 714|USA: Woods Hole, MA"
"EU419409Didemnum vexillum voucher RMNH UROCH 689 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","171908838","Didemnum vexillum","586","DvLH1|RMNH UROCH 689|France: Le Havre"
"EU419405Didemnum vexillum voucher RMNH UROCH 742 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","171908830","Didemnum vexillum","586","DvNZ1|RMNH UROCH 742|New Zealand: South Island"
